name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,platform_group,Rating_sem,total_sales
GREAT EDO BLACKSMITH,PSV,2014,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
KESHISASU-KUN BATTLE KAS-TIVAL,DS,2010,Action,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
KAIDAN RESTAURANT ZOKU! SHIN MENU 100-SEN,DS,2011,Misc,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
PEAK PERFORMANCE,PS,1997,Racing,0.02,0.01,0.0,0.0,,,,PlayStation,Pending,0.03
TAKE ON HELICOPTERS,PC,2011,Simulation,0.0,0.02,0.0,0.01,70.0,67.0,T,PC,Teens,0.03
YOUNG JUSTICE LEGACY,3DS,2013,Action,0.03,0.0,0.0,0.0,,71.0,E10+,Nintendo,Everyone 10y+,0.03
KYOKUGEN DASSHUTSU ADV ZENNIN SHIBOUDESU,3DS,2012,Adventure,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
DOKIDOKI MAJO SHINPAN! 2,DS,2008,Adventure,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
SLAI STEEL LANCER ARENA INTERNATIONAL,PS2,2005,Simulation,0.01,0.01,0.0,0.0,66.0,78.0,T,PlayStation,Teens,0.02
FREAKY FLYERS,XB,2003,Racing,0.02,0.01,0.0,0.0,64.0,,T,Xbox,Teens,0.03
NACHO LIBRE,DS,2006,Action,0.03,0.0,0.0,0.0,56.0,58.0,E10+,Nintendo,Everyone 10y+,0.03
POWER RANGERS SUPER MEGAFORCE,3DS,2014,Action,0.01,0.01,0.0,0.0,43.0,,E10+,Nintendo,Everyone 10y+,0.02
HOMEWORLD 2,PC,2003,Strategy,0.0,0.03,0.0,0.0,83.0,83.0,T,PC,Teens,0.03
ZOBOOMAFOO LEAPIN' LEMURS!,PS,2001,Action,0.02,0.01,0.0,0.0,,,,PlayStation,Pending,0.03
RAYMAN 3 HOODLUM HAVOC,PC,2003,Platform,0.0,0.03,0.0,0.0,74.0,83.0,E,PC,Everyone,0.03
DENNOU SENKI VIRTUAL-ON FORCE,X360,2010,Fighting,0.0,0.0,0.03,0.0,,,,Xbox,Pending,0.03
RUGBY 15,X360,2015,Sports,0.0,0.03,0.0,0.0,,,E,Xbox,Everyone,0.03
NETTOU! POWERFUL KOUSHIEN,DS,2010,Sports,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
GRAFFITI KINGDOM,PS2,2004,Role-Playing,0.01,0.01,0.0,0.0,71.0,71.0,E,PlayStation,Everyone,0.02
KING ARTHUR II,PC,2011,Strategy,0.0,0.03,0.0,0.0,,,,PC,Pending,0.03
ARMORED CORE SL SILENT LINE PORTABLE,PSP,2009,Simulation,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
LOONEY TUNES GALACTIC SPORTS,PSV,2015,Action,0.0,0.02,0.0,0.01,,,,PlayStation,Pending,0.03
TO LOVERU TROUBLE DOKI DOKI! RINKAIGAKKOU-HEN,PSP,2008,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
LETHAL ENFORCERS I & II,PS,1996,Shooter,0.02,0.01,0.0,0.0,,,,PlayStation,Pending,0.03
BUBBLE BOBBLE EVOLUTION,PSP,2006,Puzzle,0.03,0.0,0.0,0.0,47.0,,E,PlayStation,Everyone,0.03
KLONOA 2 DREAM CHAMP TOURNAMENT,GBA,2002,Platform,0.02,0.01,0.0,0.0,78.0,93.0,E,Nintendo,Everyone,0.03
WHO WANTS TO BE A MILLIONAIRE 1ST EDITION,DS,2007,Misc,0.0,0.03,0.0,0.0,,,,Nintendo,Pending,0.03
N+,PSP,2007,Platform,0.03,0.0,0.0,0.0,79.0,78.0,E,PlayStation,Everyone,0.03
MINNA NO GOLF JOU VOL1,PSP,2007,Sports,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
DUCATI WORLD RACING CHALLENGE,PS,2001,Racing,0.02,0.01,0.0,0.0,68.0,,E,PlayStation,Everyone,0.03
SUPER COLLAPSE! II,GBA,2004,Puzzle,0.02,0.01,0.0,0.0,,,,Nintendo,Pending,0.03
POP'N MUSIC 14 FEVER!,PS2,2007,Misc,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
GOLDEN NUGGET CASINO / TEXAS HOLD 'EM DOUBLE PACK,GBA,2005,Misc,0.02,0.01,0.0,0.0,,,,Nintendo,Pending,0.03
JUDIE NO ATELIER GURAMNAT NO RENKINJUTSU - TORAWARE NO MORITO,PSP,2010,Role-Playing,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
LUX-PAIN (JP SALES),DS,2008,Adventure,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
SMASHING DRIVE,GBA,2004,Racing,0.02,0.01,0.0,0.0,,,E,Nintendo,Everyone,0.03
AWAY SHUFFLE DUNGEON,DS,2008,Role-Playing,0.02,0.0,0.0,0.0,65.0,,E10+,Nintendo,Everyone 10y+,0.02
BIG MOUNTAIN 2000,N64,1998,Sports,0.02,0.01,0.0,0.0,,,,Nintendo,Pending,0.03
STARSHOT SPACE CIRCUS FEVER,N64,1998,Platform,0.02,0.01,0.0,0.0,,,,Nintendo,Pending,0.03
CHARLIE BLASTS TERRITORY,N64,1999,Action,0.02,0.01,0.0,0.0,,,,Nintendo,Pending,0.03
SENKO NO RONDE DUO,X360,2010,Fighting,0.0,0.0,0.03,0.0,,,,Xbox,Pending,0.03
KNIGHTS OF HONOR,PC,2004,Strategy,0.0,0.02,0.0,0.01,77.0,91.0,E10+,PC,Everyone 10y+,0.03
CIMA THE ENEMY,GBA,2003,Role-Playing,0.02,0.01,0.0,0.0,70.0,,E,Nintendo,Everyone,0.03
TOKIMEKI MEMORIAL GIRL'S SIDE 1ST LOVE PLUS,DS,2009,Adventure,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
THE INNER WORLD,PC,2013,Adventure,0.0,0.03,0.0,0.0,72.0,81.0,,PC,Pending,0.03
KATEKYOO HITMAN REBORN! KIZUNA NO TAG BATTLE,PSP,2010,Fighting,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
CODE GEASS HANGYAKU NO LELOUCH,DS,2007,Action,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
TERRARIA,WiiU,2016,Action,0.0,0.03,0.0,0.0,,69.0,T,Nintendo,Teens,0.03
HUDSON X GREEEEN LIVE!? DEEEES!?,DS,2010,Misc,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
DAIBAKUSHOU JINSEI GEKIJOU,SNES,1995,Misc,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
MARBLE MADNESS / KLAX,GBA,2005,Puzzle,0.02,0.01,0.0,0.0,,,E,Nintendo,Everyone,0.03
DOWNSTREAM PANIC!,PSP,2008,Action,0.03,0.0,0.0,0.0,,,,PlayStation,Pending,0.03
SUZUMIYA HARUHI NO CHOKURETSU,DS,2009,Adventure,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
DJ MAX PORTABLE 3,PSP,2010,Misc,0.01,0.0,0.02,0.0,,46.0,E10+,PlayStation,Everyone 10y+,0.03
BOOT CAMP ACADEMY,Wii,2010,Action,0.03,0.0,0.0,0.0,,,E10+,Nintendo,Everyone 10y+,0.03
THE IDOLMASTER GRAVURE FOR YOU! VOL 5,PS3,2012,Misc,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
SYK RENSHOUDEN,PS2,2010,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
EMPIRE EARTH II,PC,2005,Strategy,0.0,0.03,0.0,0.0,79.0,71.0,T,PC,Teens,0.03
HIIRO NO KAKERA SHIN TAMAYORI HIME DENSHOU - PIECE OF FUTURE,PSP,2011,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
PET ALIEN AN INTERGALACTIC PUZZLEPALOOZA,DS,2007,Action,0.03,0.0,0.0,0.0,58.0,,E,Nintendo,Everyone,0.03
NECTARIS MILITARY MADNESS,PS,1998,Strategy,0.02,0.01,0.0,0.0,,,,PlayStation,Pending,0.03
GALAXY ANGEL II MUGEN KAIROU NO KAGI,PS2,2007,Strategy,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
DCIF DA CAPO INNOCENT FINALE,PS2,2009,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
KONPEKI NO KANTAI,SNES,1995,Strategy,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
WHO WANTS TO BE A MILLIONAIRE 1ST EDITION,Wii,2007,Misc,0.0,0.03,0.0,0.0,,,,Nintendo,Pending,0.03
BRAHMA FORCE THE ASSAULT ON BELTLOGGER 9,PS,1996,Shooter,0.02,0.01,0.0,0.0,,,,PlayStation,Pending,0.03
TENKA-BITO,PS2,2006,Strategy,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
HOT PIXEL,PSP,2007,Puzzle,0.03,0.0,0.0,0.0,55.0,65.0,T,PlayStation,Teens,0.03
DOODLE HEX,DS,2008,Puzzle,0.0,0.03,0.0,0.0,68.0,,,Nintendo,Pending,0.03
HYPERDIMENSION NEPTUNIA VS SEGA HARD GIRLS YUME NO GATTAI SPECIAL,PSV,2015,Role-Playing,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
VALENTINO ROSSI THE GAME,XOne,2016,Racing,0.01,0.02,0.0,0.0,74.0,81.0,E,Xbox,Everyone,0.03
KATEKYOO HITMAN REBORN! DS ORE GA BOSS! SAIKYOU FAMILY TAISEN,DS,2009,Action,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
CODENAME PANZERS COLD WAR,PC,2009,Strategy,0.0,0.02,0.0,0.0,67.0,58.0,T,PC,Teens,0.02
ROBO PIT,PS,1995,Fighting,0.02,0.01,0.0,0.0,,,,PlayStation,Pending,0.03
STORY HOUR ADVENTURES,Wii,2008,Adventure,0.03,0.0,0.0,0.0,,,E,Nintendo,Everyone,0.03
MUV-LUV ALTERNATIVE TOTAL ECLIPSE,PS3,2013,Simulation,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
R-TYPE III THE THIRD LIGHTNING,GBA,2004,Shooter,0.02,0.01,0.0,0.0,46.0,,E,Nintendo,Everyone,0.03
STAR WARS THE FORCE UNLEASHED II,PC,2010,Action,0.03,0.0,0.0,0.0,59.0,58.0,T,PC,Teens,0.03
HEATHCLIFF! THE FAST AND THE FURRIEST,Wii,2010,Racing,0.03,0.0,0.0,0.0,,,E,Nintendo,Everyone,0.03
DARIUS BURST CHRONICLE SAVIOURS,PSV,2016,Action,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
BLOKUS PORTABLE STEAMBOT CHAMPIONSHIP,PSP,2006,Puzzle,0.03,0.0,0.0,0.0,51.0,,E,PlayStation,Everyone,0.03
MEDABOTS GIRLS MISSION METABEE VER / ROKUSHO VER,3DS,2016,Role-Playing,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
HAKUOUKI,PS2,2008,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
ATOMIC BETTY,GBA,2005,Puzzle,0.02,0.01,0.0,0.0,62.0,75.0,E,Nintendo,Everyone,0.03
PRINCESS NATASHA STUDENT SECRET AGENT PRINCESS,DS,2006,Action,0.03,0.0,0.0,0.0,,,,Nintendo,Pending,0.03
DOOM,PC,1992,Shooter,0.02,0.0,0.0,0.0,85.0,82.0,M,PC,Mature,0.02
ROBIN HOOD DEFENDER OF THE CROWN,XB,2003,Strategy,0.02,0.01,0.0,0.0,57.0,,T,Xbox,Teens,0.03
MONSTER HUNTER FRONTIER ONLINE SEASON 10,X360,2011,Role-Playing,0.0,0.0,0.03,0.0,,,,Xbox,Pending,0.03
STREET JAM BASKETBALL,GBA,2004,Sports,0.02,0.01,0.0,0.0,35.0,80.0,E,Nintendo,Everyone,0.03
ARMORED CORE LAST RAVEN PORTABLE,PSP,2010,Simulation,0.0,0.0,0.03,0.0,,,T,PlayStation,Teens,0.03
MASTER OF MONSTERS DISCIPLES OF GAIA,PS,1997,Strategy,0.02,0.01,0.0,0.0,,,,PlayStation,Pending,0.03
SD GUNDAM GASHAPON WARS,Wii,2010,Strategy,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
CURIOUS GEORGE,XB,2006,Action,0.02,0.01,0.0,0.0,57.0,,E,Xbox,Everyone,0.03
DISNEY'S ALADDIN,GBA,2003,Platform,0.02,0.01,0.0,0.0,59.0,,E,Nintendo,Everyone,0.03
VIRTUAL POOL TOURNAMENT EDITION,XB,2005,Sports,0.02,0.01,0.0,0.0,62.0,,E,Xbox,Everyone,0.03
PHANTASY STAR ONLINE 2 EPISODE 3 DELUXE PACKAGE,PSV,2015,Action,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
SIMCITY,PC,1988,Simulation,0.0,0.02,0.0,0.01,64.0,22.0,E10+,PC,Everyone 10y+,0.03
NIPPON NO ASOKO DE,PSP,2008,Misc,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
HARRY POTTER AND THE HALF-BLOOD PRINCE,PC,2009,Action,0.0,0.03,0.0,0.0,64.0,61.0,E10+,PC,Everyone 10y+,0.03
HIGURASHI NO NAKU KORO NI IKI,PSV,2015,Action,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
HARLEY-DAVIDSON ROAD TRIP,Wii,2010,Racing,0.03,0.0,0.0,0.0,,,E,Nintendo,Everyone,0.03
MEIQ NO CHIKA NI SHISU A MAZE TO ERADICATE THEM ALL,PSV,2015,Role-Playing,0.01,0.01,0.01,0.0,,,,PlayStation,Pending,0.03
MAPLESTORY DS,DS,2010,Role-Playing,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
PLAYMOBIL TOP AGENTS,DS,2010,Action,0.0,0.03,0.0,0.0,,,E10+,Nintendo,Everyone 10y+,0.03
DOOM 3 BFG EDITION,PC,2012,Shooter,0.0,0.02,0.0,0.0,59.0,53.0,M,PC,Mature,0.02
PIMP MY RIDE STREET RACING,DS,2009,Racing,0.03,0.0,0.0,0.0,,,E,Nintendo,Everyone,0.03
ROMANCE OF THE THREE KINGDOMS II,3DS,2015,Strategy,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
POPEYE RUSH FOR SPINACH,GBA,2005,Platform,0.02,0.01,0.0,0.0,48.0,42.0,E,Nintendo,Everyone,0.03
CULDCEPT,PS2,2002,Strategy,0.01,0.01,0.0,0.0,78.0,89.0,T,PlayStation,Teens,0.02
BLUE BREAKER KEN YORIMO HOHOEMI O,PCFX,1996,Role-Playing,0.0,0.0,0.03,0.0,,,,PC,Pending,0.03
BLADESTORM NIGHTMARE,PS3,2015,Action,0.0,0.0,0.03,0.0,,74.0,T,PlayStation,Teens,0.03
BEATMANIA IIDX 15 DJ TROOPERS,PS2,2008,Simulation,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
GEKIATSU!! PACHI GAME TAMASHI VOL 1 CR EVANGELION - SHINJITSU NO TSUBASA,PSP,2011,Misc,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
PLANET OF THE APES,GBA,2001,Action,0.02,0.01,0.0,0.0,54.0,,E,Nintendo,Everyone,0.03
OZMAFIA!! -VIVACE-,PSV,2015,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
DRAKE & JOSH TALENT SHOWDOWN,DS,2007,Adventure,0.03,0.0,0.0,0.0,,,,Nintendo,Pending,0.03
HISSATSU PACHINKO COLLECTION 3,SNES,1995,Misc,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
REAL WORLD GOLF,XB,2006,Sports,0.02,0.01,0.0,0.0,74.0,,E,Xbox,Everyone,0.03
KUNG FU PANDA SHOWDOWN OF LEGENDARY LEGENDS,3DS,2015,Action,0.0,0.03,0.0,0.0,,,E10+,Nintendo,Everyone 10y+,0.03
OUMAGATOKI KAIDAN ROMANCE,PSP,2012,Action,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
GTR EVOLUTION,PC,2008,Racing,0.0,0.02,0.0,0.0,83.0,82.0,E,PC,Everyone,0.02
MAHJONG KAKUTOU CLUB ZENKOKU TAISENBAN,PS3,2006,Misc,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
HAYATE NO GOTOKU! NIGHTMARE PARADISE,PSP,2009,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
LORDS OF THE FALLEN,PC,2014,Role-Playing,0.0,0.03,0.0,0.0,73.0,69.0,M,PC,Mature,0.03
NBA 08,PSP,2007,Sports,0.03,0.0,0.0,0.0,75.0,75.0,E,PlayStation,Everyone,0.03
SINS OF A SOLAR EMPIRE,PC,2008,Strategy,0.0,0.02,0.0,0.0,87.0,82.0,T,PC,Teens,0.02
NEW TOKYO LEGACY OPERATION BABEL,PSV,2015,Role-Playing,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
THE WOLF AMONG US,X360,2011,Adventure,0.01,0.02,0.0,0.0,83.0,77.0,,Xbox,Pending,0.03
HAPPINESSCHARGE PRECURE! KAWARUN COLLECTION,3DS,2014,Misc,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
NANASHI NO GAME ME,DS,2009,Action,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
NBA 2K13,PC,2012,Sports,0.0,0.02,0.0,0.0,90.0,68.0,E,PC,Everyone,0.02
RESIDENT EVIL 4,PC,2007,Action,0.0,0.02,0.0,0.0,76.0,74.0,M,PC,Mature,0.02
DICE DNA INTEGRATED CYBERNETIC ENTERPRISES,PS2,2005,Shooter,0.01,0.01,0.0,0.0,48.0,,E10+,PlayStation,Everyone 10y+,0.02
007 QUANTUM OF SOLACE,PC,2008,Action,0.01,0.01,0.0,0.0,70.0,63.0,T,PC,Teens,0.02
TREASURE GAUST GAUST DIVER CRIMSON RED / DEEP PURPLE,DS,2007,Action,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
MEGPOID THE MUSIC#,PSP,2013,Misc,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
BATMAN A TELLTALE GAME SERIES,XOne,2016,Adventure,0.02,0.01,0.0,0.0,,43.0,M,Xbox,Mature,0.03
WALLACE & GROMIT IN PROJECT ZOO,XB,2003,Platform,0.02,0.01,0.0,0.0,,,,Xbox,Pending,0.03
BOULDER DASH ROCKS!,DS,2007,Puzzle,0.0,0.03,0.0,0.0,,,,Nintendo,Pending,0.03
GRID RUNNER,PS,1996,Action,0.02,0.01,0.0,0.0,,,,PlayStation,Pending,0.03
SAIHAI NO YUKUE,DS,2008,Strategy,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
METAL DUNGEON,XB,2002,Role-Playing,0.02,0.01,0.0,0.0,44.0,72.0,T,Xbox,Teens,0.03
DROME RACERS,GC,2003,Racing,0.02,0.01,0.0,0.0,54.0,66.0,E,Nintendo,Everyone,0.03
WORLD OF ZOO,PC,2009,Simulation,0.0,0.02,0.0,0.01,,84.0,E,PC,Everyone,0.03
GUITAR FREAKS V & DRUMMANIA V,PS2,2006,Simulation,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
TAGO AKIRA NO ATAMA NO TAISOU DAI-1-SHUU NAZOTOKI SEKAI ISSHUU RYOKOU,DS,2009,Adventure,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
ROYAL PALACE OF WHITE SWORD AND THE CITY OF GENTILES,PC,2009,Role-Playing,0.0,0.02,0.0,0.0,,,,PC,Pending,0.02
TRIPLE PACK XBOX LIVE ARCADE COMPILATION,X360,2011,Misc,0.03,0.0,0.0,0.0,,,T,Xbox,Teens,0.03
GEKIDO ADVANCE KINTARO'S REVENGE,GBA,2002,Action,0.02,0.01,0.0,0.0,70.0,70.0,T,Nintendo,Teens,0.03
DREAM PINBALL 3D,DS,2008,Misc,0.03,0.0,0.0,0.0,,,E10+,Nintendo,Everyone 10y+,0.03
FUTURE TACTICS THE UPRISING,XB,2004,Strategy,0.02,0.01,0.0,0.0,61.0,,,Xbox,Pending,0.03
WINTER SPORTS 3 THE GREAT TOURNAMENT,PS3,2010,Sports,0.0,0.02,0.0,0.01,,,E,PlayStation,Everyone,0.03
POWER POKE DASH,GBA,2006,Sports,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
HISSHOU PACHINKO*PACHI-SLOT KOURYAKU SERIES DS VOL 4 SHINSEIKI EVANGELION - SAIGO NO MONO,DS,2009,Misc,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
DETECTIVE OPERA MILKY HOLMES 2,PSP,2012,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
NISEKOI YOMEIRI!?,PSV,2014,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
BLAZE UNION STORY TO REACH THE FUTURE,PSP,2010,Role-Playing,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
BARBIE AND HER SISTERS PUPPY RESCUE,Wii,2015,Action,0.0,0.03,0.0,0.0,,,E,Nintendo,Everyone,0.03
HANDBALL 16,PS3,2015,Sports,0.0,0.02,0.0,0.0,,,E,PlayStation,Everyone,0.02
COMMANDER CONQUEST OF THE AMERICAS,PC,2010,Strategy,0.0,0.02,0.0,0.0,68.0,52.0,T,PC,Teens,0.02
LEGO PIRATES OF THE CARIBBEAN THE VIDEO GAME,PC,2011,Action,0.03,0.0,0.0,0.0,73.0,66.0,E10+,PC,Everyone 10y+,0.03
RACE DRIVER 2006,PSP,2006,Racing,0.03,0.0,0.0,0.0,81.0,85.0,T,PlayStation,Teens,0.03
HIGURASHI NO NAKU KORO NI KIZUNA DAI-YON-KAN - KIZUNA,DS,2010,Adventure,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
SAMURAI WARRIORS SANADA MARU,PS4,2016,Action,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
BUFFY THE VAMPIRE SLAYER WRATH OF THE DARKHUL KING,GBA,2003,Action,0.02,0.01,0.0,0.0,44.0,86.0,T,Nintendo,Teens,0.03
BATTLEFIELD 1942 THE WW II ANTHOLOGY,PC,2004,Shooter,0.01,0.01,0.0,0.0,,,,PC,Pending,0.02
GENKAI TOKKI SEVEN PIRATES,PSV,2016,Role-Playing,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
GEKIATSU!! PACHI GAME TAMASHI VOL 2 CR EVANGELION - SHINJITSU NO TSUBASA,PS3,2011,Misc,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
PARFAIT,PSV,2015,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
MIGHTY NO 9,WiiU,2016,Platform,0.02,0.01,0.0,0.0,48.0,46.0,E10+,Nintendo,Everyone 10y+,0.03
ROADSTERS,PS,2000,Racing,0.02,0.01,0.0,0.0,,,,PlayStation,Pending,0.03
MERV GRIFFIN'S CROSSWORDS,DS,2008,Puzzle,0.03,0.0,0.0,0.0,,,,Nintendo,Pending,0.03
DEATHSMILES II,X360,2010,Shooter,0.0,0.0,0.03,0.0,,,,Xbox,Pending,0.03
THE GREAT MYSTERY HIDDEN OBJECT PACKAGE 5,PC,2015,Adventure,0.0,0.03,0.0,0.0,,,,PC,Pending,0.03
KENKA BANCHO OTOME,PSV,2016,Action,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
CALCIO BIT,GBA,2006,Sports,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
STAR TREK THE GAME,PC,2013,Action,0.0,0.02,0.0,0.0,,,,PC,Pending,0.02
WHITEOUT,XB,2002,Racing,0.02,0.01,0.0,0.0,58.0,,T,Xbox,Teens,0.03
GALAXY ANGEL II ZETTAIRYOUIKI NO TOBIRA,PS2,2006,Strategy,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
KUNG FU PANDA LEGENDARY WARRIORS,DS,2008,Action,0.02,0.0,0.0,0.0,73.0,,E10+,Nintendo,Everyone 10y+,0.02
HYAKUMANTON NO BARA BARA,PSP,2010,Strategy,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
SUPERDIMENSION NEPTUNE VS SEGA HARD GIRLS,PSV,2016,Role-Playing,0.0,0.02,0.0,0.01,73.0,84.0,T,PlayStation,Teens,0.03
THE TALOS PRINCIPLE,PS4,2015,Puzzle,0.0,0.02,0.0,0.0,88.0,84.0,E10+,PlayStation,Everyone 10y+,0.02
HAJIME NO IPPO THE FIGHTING,GBA,2002,Fighting,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
SOKUKOKU NO KUSABI HIIRO NO KAKERA 3 PORTABLE,PSP,2010,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
SPECTRAL SOULS RESURRECTION OF THE ETHEREAL EMPIRES,PSP,2005,Role-Playing,0.03,0.0,0.0,0.0,47.0,82.0,T,PlayStation,Teens,0.03
SYBERIA II,XB,2004,Adventure,0.02,0.01,0.0,0.0,71.0,87.0,T,Xbox,Teens,0.03
MOTOR TREND PRESENTS LOTUS CHALLENGE,XB,2003,Racing,0.02,0.01,0.0,0.0,61.0,,E,Xbox,Everyone,0.03
BRAID,PC,2009,Platform,0.0,0.02,0.0,0.0,90.0,86.0,E10+,PC,Everyone 10y+,0.02
GUDETAMA HANJUKU DE TANOMUWA,3DS,2015,Action,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
LEGO LEGENDS OF CHIMA LAVAL'S JOURNEY,DS,2013,Adventure,0.0,0.03,0.0,0.0,,,E10+,Nintendo,Everyone 10y+,0.03
BLEACH DS 4TH FLAME BRINGER,DS,2009,Action,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
SYBERIA,PC,2002,Action,0.0,0.02,0.0,0.0,82.0,85.0,T,PC,Teens,0.02
PACIFIC LIBERATOR,Wii,2009,Action,0.03,0.0,0.0,0.0,,,T,Nintendo,Teens,0.03
TAGO AKIRA NO ATAMA NO TAISOU DAI-2-SHUU GINGA OUDAN NAZOTOKI ADVENTURE,DS,2009,Adventure,0.0,0.0,0.03,0.0,,,,Nintendo,Pending,0.03
THE KING OF FIGHTERS PORTABLE '94~'98 CHAPTER OF OROCHI,PSP,2010,Fighting,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
PUZZLE CHALLENGE CROSSWORDS AND MORE!,Wii,2009,Puzzle,0.03,0.0,0.0,0.0,,,,Nintendo,Pending,0.03
TURN IT AROUND,DS,2006,Action,0.03,0.0,0.0,0.0,39.0,45.0,E,Nintendo,Everyone,0.03
NISENOCHIGIRI OMOIDE NO SAKI E,PSP,2011,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
JACK KEANE,PC,2008,Adventure,0.0,0.02,0.0,0.0,69.0,70.0,T,PC,Teens,0.02
GIRLS ONLY,DS,2010,Simulation,0.03,0.0,0.0,0.0,,,,Nintendo,Pending,0.03
MONSTERS VS ALIENS,PC,2009,Action,0.01,0.01,0.0,0.0,63.0,62.0,E10+,PC,Everyone 10y+,0.02
IN COLD BLOOD,PS,2000,Adventure,0.02,0.01,0.0,0.0,,,,PlayStation,Pending,0.03
FIREBLADE,GC,2002,Action,0.02,0.01,0.0,0.0,,,T,Nintendo,Teens,0.03
KAMIGAMI NO ASOBI,PSP,2013,Adventure,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
HARUKANARU TOKI NO NAKA DE 6,PSV,2015,Action,0.0,0.0,0.03,0.0,,,,PlayStation,Pending,0.03
